url_length,num_dots,has_https,has_ip,keyword_count,num_hyphens,num_slashes,has_at_symbol,path_length,subdomain_depth,label
34,2,1,0,0,0,4,0,18,0,0
32,1,1,0,0,0,1,0,15,1,0
85,5,0,0,1,1,6,0,10,4,1
38,2,1,0,0,0,3,0,0,0,0
37,1,1,0,0,0,0,0,16,0,0
48,1,1,0,0,0,0,0,6,0,0
120,3,0,0,1,3,8,0,5,3,1
121,3,0,0,1,1,3,0,68,3,1
105,4,0,0,1,3,2,0,14,2,1
132,3,0,1,2,1,4,0,59,3,1
110,5,0,1,1,1,7,0,41,3,1
51,4,0,1,0,4,4,0,27,3,1
46,2,1,0,0,0,2,0,22,1,0
125,4,0,0,3,2,4,0,30,4,1
87,3,0,0,0,3,6,0,25,3,1
99,5,1,1,1,1,6,0,52,4,1
50,5,1,1,0,4,9,1,53,3,1
34,2,1,0,0,1,1,0,34,1,0
36,4,0,0,1,2,4,0,58,3,1
97,5,1,0,2,0,5,0,54,2,1
23,1,1,0,0,0,5,0,19,0,0
113,5,0,0,1,3,10,0,23,3,1
114,3,0,1,0,1,5,0,57,2,1
45,2,1,0,0,1,2,0,18,1,0
56,1,1,0,0,0,4,0,12,0,0
107,4,0,1,1,0,7,0,54,1,1
15,1,1,0,0,0,0,0,13,1,0
51,3,1,0,0,0,2,0,19,0,0
40,2,1,0,0,0,2,0,21,0,0
21,2,1,0,0,0,4,0,13,1,0
35,1,1,0,0,0,0,0,24,0,0
104,4,1,1,1,1,6,0,58,3,1
37,3,1,0,0,0,2,0,10,0,0
35,2,1,0,0,0,2,0,16,1,0
96,6,1,0,3,3,5,0,9,3,1
32,2,1,0,0,1,1,0,11,0,0
81,5,0,0,3,3,7,0,82,2,1
108,3,1,1,0,1,9,0,49,1,1
38,1,1,0,0,0,2,0,27,0,0
59,6,0,1,3,2,4,0,48,2,1
44,2,1,0,0,1,2,0,16,0,0
44,3,1,0,0,0,2,0,11,0,0
31,1,0,0,0,0,2,0,5,1,0
35,2,1,0,0,1,2,0,17,1,0
99,4,1,1,1,2,6,0,34,3,1
67,4,0,0,1,3,6,0,40,1,1
50,1,1,0,0,0,4,0,5,0,0
120,5,0,0,1,2,5,0,40,2,1
78,4,0,0,3,3,3,1,33,3,1
120,6,0,1,3,1,3,0,33,3,1
37,2,1,0,0,2,3,0,15,1,0
56,2,1,0,0,0,4,0,21,0,0
84,5,1,1,2,2,4,0,52,2,1
86,5,1,1,2,2,9,0,21,2,1
88,6,1,0,3,4,5,1,59,1,1
49,1,1,0,0,0,2,0,13,1,0
32,2,1,0,0,0,2,0,3,1,0
92,3,0,0,3,1,5,0,33,3,1
80,6,0,1,3,3,7,0,39,4,1
127,3,0,0,3,3,2,1,26,3,1
138,4,1,1,2,1,5,0,33,3,1
28,2,1,0,0,0,1,0,1,1,0
40,1,1,0,1,1,0,0,12,1,0
32,1,1,0,0,2,1,0,12,0,0
25,2,1,0,0,0,2,0,6,1,0
37,2,0,0,0,0,5,0,25,1,0
64,2,1,0,0,0,1,0,24,0,0
48,2,1,0,0,0,0,0,30,1,0
39,1,1,0,0,1,3,0,10,1,0
54,5,1,0,2,1,3,0,50,4,1
118,5,0,0,1,1,5,0,77,2,1
95,6,0,1,0,1,5,0,31,1,1
57,6,0,0,3,1,7,0,25,4,1
66,4,0,0,2,1,3,0,74,2,1
138,4,1,0,1,4,5,0,62,3,1
28,1,0,0,1,1,2,0,12,1,0
51,2,1,0,1,0,4,0,21,0,0
128,5,1,0,1,1,11,0,67,3,1
56,3,0,0,2,2,4,0,27,1,1
95,5,0,1,3,4,5,1,46,1,1
51,1,1,0,0,0,4,0,10,0,0
56,1,1,0,0,0,2,0,18,0,0
49,5,0,0,2,0,5,0,50,2,1
98,4,0,1,3,1,7,0,61,4,1
37,2,1,0,1,0,2,0,17,0,0
78,6,1,0,1,2,1,1,34,4,1
27,1,1,0,0,0,2,0,3,1,0
60,2,1,0,0,1,3,0,24,1,0
77,4,1,0,3,1,7,0,34,1,1
102,3,0,0,1,4,2,0,5,1,1
39,1,1,0,0,2,2,0,19,0,0
30,1,0,0,0,0,2,0,15,0,0
107,5,0,0,0,2,8,0,45,1,1
118,5,1,0,0,4,7,0,87,2,1
55,4,1,1,0,1,4,0,36,2,1
31,1,1,0,1,2,2,0,12,1,0
43,2,1,0,0,2,3,0,11,1,0
111,5,0,1,3,1,5,0,52,1,1
61,4,0,0,2,3,9,0,65,2,1
120,3,0,1,0,1,4,0,40,2,1
50,1,1,0,0,2,3,0,17,1,0
59,4,1,0,2,2,4,0,73,4,1
32,2,1,0,0,1,4,0,15,0,0
151,4,1,1,2,4,6,0,31,2,1
79,5,1,0,3,4,7,0,44,2,1
43,3,1,0,1,2,3,0,10,0,0
34,1,1,0,1,0,2,0,19,0,0
125,4,0,0,2,1,9,0,52,3,1
28,2,1,0,0,1,4,0,25,0,0
121,5,0,0,1,3,11,0,33,4,1
32,1,1,0,1,1,2,0,7,0,0
81,6,0,0,2,3,8,0,29,2,1
56,4,0,1,1,2,11,0,42,3,1
83,3,1,0,2,3,5,0,44,4,1
62,3,0,1,3,3,3,0,54,3,1
62,2,1,0,0,0,8,0,14,1,0
37,2,0,0,0,0,3,0,0,0,0
40,3,1,0,1,0,3,0,15,1,0
125,6,1,1,1,1,3,1,53,1,1
29,1,1,0,0,0,1,0,21,1,0
139,6,0,0,1,3,2,0,41,3,1
118,6,0,1,3,2,7,0,35,3,1
104,4,1,0,2,2,3,1,16,3,1
65,4,0,0,1,1,5,0,31,1,1
49,3,0,0,1,0,2,0,21,1,0
37,2,1,0,0,0,0,0,17,0,0
109,4,0,1,1,2,6,0,75,2,1
83,4,0,0,2,2,4,0,54,3,1
110,4,0,0,1,2,5,0,66,2,1
107,5,0,0,3,2,8,1,22,2,1
46,3,1,0,0,1,3,0,18,0,0
57,2,1,0,0,0,4,0,12,0,0
76,5,0,0,1,2,4,0,76,3,1
30,5,1,1,2,1,6,0,33,1,1
45,1,1,0,0,1,3,0,15,1,0
55,2,1,0,0,0,6,0,14,0,0
106,5,1,0,2,2,6,0,35,1,1
87,4,0,0,2,2,6,0,37,2,1
26,1,1,0,0,0,1,0,6,0,0
52,1,1,0,0,0,0,0,8,0,0
39,2,1,0,1,0,1,0,14,0,0
51,1,1,0,0,0,1,0,9,0,0
50,1,1,0,1,1,1,0,15,1,0
117,4,0,1,1,0,8,0,85,3,1
99,5,0,1,3,2,4,1,64,2,1
40,1,1,0,0,0,4,0,11,0,0
66,1,1,0,0,0,0,0,10,0,0
51,2,1,0,0,0,5,0,16,0,0
65,4,0,0,2,2,8,0,5,2,1
127,4,1,0,3,1,3,0,50,1,1
41,2,1,0,0,0,6,0,27,1,0
30,4,1,0,3,3,5,0,104,2,1
81,5,1,0,1,2,6,0,31,3,1
91,5,0,1,2,2,3,0,48,3,1
67,4,0,0,1,2,5,0,51,2,1
67,4,0,0,3,4,8,0,65,4,1
42,1,1,0,0,0,2,0,22,1,0
107,4,1,0,0,2,3,0,24,2,1
51,3,1,0,1,1,0,0,0,0,0
86,3,0,1,2,4,7,0,44,2,1
36,3,1,0,0,0,0,0,13,0,0
71,4,0,1,2,2,3,0,38,3,1
49,2,1,0,0,1,3,0,18,0,0
114,6,1,0,3,2,5,1,56,2,1
41,1,1,0,0,0,2,0,11,0,0
31,1,1,0,1,1,1,0,23,1,0
122,3,0,0,1,2,5,0,51,4,1
88,3,0,0,3,1,5,0,56,2,1
34,2,1,0,0,1,1,0,19,0,0
178,4,0,1,0,0,1,0,34,1,1
37,3,1,0,0,1,3,0,23,0,0
50,2,1,0,0,0,3,0,18,0,0
37,1,1,0,1,0,0,0,22,1,0
44,1,1,0,0,0,4,0,0,0,0
124,6,1,1,0,1,3,0,60,2,1
94,4,1,0,2,3,6,0,33,3,1
151,5,1,0,3,2,5,0,16,3,1
25,1,1,0,0,0,5,0,9,0,0
105,5,1,0,3,4,8,0,45,3,1
26,1,1,0,0,1,4,0,9,1,0
17,1,1,0,0,0,2,0,17,0,0
47,2,1,0,1,0,2,0,0,1,0
45,1,1,0,1,1,4,0,6,0,0
105,5,1,0,2,2,3,0,69,3,1
45,5,1,0,2,2,7,0,42,1,1
34,1,1,0,0,0,1,0,17,1,0
30,3,0,0,1,1,8,0,55,3,1
62,5,0,0,1,1,6,1,48,3,1
77,2,1,0,1,1,5,0,17,1,0
24,1,1,0,1,0,2,0,23,0,0
86,3,1,1,3,1,6,1,44,1,1
118,4,0,0,2,1,4,0,85,1,1
78,4,0,1,3,4,2,0,25,4,1
58,3,1,0,0,1,4,0,39,3,1
55,2,1,0,0,0,2,0,26,1,0
44,2,1,0,0,0,3,0,14,0,0
60,1,1,0,0,1,4,0,10,1,0
136,4,1,0,1,0,10,0,9,3,1
70,4,0,1,3,3,1,0,47,3,1
120,5,0,0,2,4,3,0,50,3,1
48,1,1,0,0,0,1,0,5,0,0
57,1,1,0,0,0,4,0,9,1,0
59,4,1,0,2,2,7,0,28,3,1
93,5,0,1,0,2,6,0,38,3,1
75,4,0,0,1,4,5,1,61,1,1
33,6,0,1,0,2,6,0,82,4,1
35,1,1,0,0,0,3,0,15,0,0
107,5,0,1,0,3,5,0,70,4,1
115,3,1,1,3,0,1,0,41,2,1
97,4,0,0,0,3,7,1,29,1,1
46,1,1,0,0,0,2,0,5,1,0
36,1,1,0,0,0,5,0,7,0,0
30,1,1,0,0,2,1,0,6,0,0
42,3,1,0,0,0,1,0,17,1,0
77,6,0,0,2,4,5,0,50,1,1
38,1,1,0,0,1,0,0,7,0,0
60,4,1,1,1,1,8,0,28,1,1
58,3,0,0,1,4,2,0,21,3,1
94,5,1,0,0,4,8,0,45,2,1
51,1,1,0,0,0,2,0,16,0,0
23,3,1,0,0,0,3,0,4,1,0
39,2,0,0,0,1,2,0,12,1,0
40,6,0,0,2,4,6,0,40,1,1
118,4,0,0,3,0,6,0,45,3,1
34,2,1,0,0,0,3,0,16,1,0
18,2,0,0,0,0,1,0,20,1,0
19,2,1,0,1,0,4,0,12,0,0
117,3,0,0,3,2,4,0,46,1,1
77,5,1,0,2,4,7,0,41,3,1
100,5,1,0,0,3,4,0,50,3,1
62,4,0,0,0,2,2,0,54,1,1
33,5,1,0,3,2,10,0,58,2,1
88,5,0,0,0,4,6,0,5,2,1
139,5,1,1,1,4,2,0,20,2,1
111,6,0,0,2,2,2,0,40,3,1
41,2,1,0,0,0,5,0,22,1,0
112,6,1,0,3,2,1,0,20,2,1
17,3,1,0,0,1,0,0,5,1,0
87,5,0,1,2,1,4,0,23,2,1
54,2,1,0,0,2,2,0,12,0,0
47,1,1,0,0,0,0,0,16,0,0
52,1,1,0,0,0,1,0,10,0,0
85,3,0,1,0,1,6,0,36,2,1
90,6,1,0,0,1,5,0,79,4,1
146,6,0,0,1,2,3,0,73,2,1
130,5,1,0,0,0,4,0,84,4,1
36,1,1,0,0,0,2,0,10,0,0
40,3,1,0,0,1,0,0,6,1,0
44,1,1,0,1,0,2,0,19,1,0
48,1,1,0,0,0,0,0,11,1,0
38,2,1,0,1,1,4,0,23,1,0
49,2,1,0,0,0,0,0,26,0,0
78,4,0,0,0,2,3,0,18,3,1
28,1,1,0,0,0,2,0,0,1,0
46,1,1,0,0,0,3,0,13,0,0
42,4,0,0,3,2,7,0,37,2,1
100,4,0,0,3,2,1,0,5,2,1
15,3,1,0,1,1,2,0,15,0,0
94,3,1,1,1,3,7,0,30,2,1
60,3,1,0,1,1,11,1,51,4,1
60,5,0,0,0,1,10,0,57,2,1
52,4,0,1,2,2,5,1,72,2,1
56,5,1,0,0,3,4,1,31,1,1
85,3,0,0,1,4,12,1,81,2,1
66,3,0,1,1,3,8,0,49,1,1
40,2,1,0,0,0,1,0,6,1,0
115,4,1,0,1,2,4,0,39,3,1
83,6,0,0,2,2,3,0,44,2,1
100,4,0,0,3,0,6,0,47,2,1
48,1,1,0,1,1,6,0,27,0,0
113,4,0,0,2,0,6,0,74,2,1
45,4,1,0,3,2,7,0,52,2,1
63,4,1,1,3,3,7,0,41,3,1
83,4,0,0,3,4,4,0,43,4,1
48,1,1,0,0,0,4,0,23,0,0
69,5,1,1,3,1,7,1,77,2,1
36,3,1,0,0,0,1,0,25,0,0
97,4,0,1,0,3,6,0,57,2,1
94,4,1,0,3,3,4,0,69,3,1
47,1,1,0,0,0,1,0,18,0,0
39,1,1,0,1,0,0,0,13,0,0
52,1,1,0,0,1,2,0,20,0,0
15,2,1,0,0,2,0,0,22,0,0
96,5,1,0,3,3,6,0,13,1,1
45,2,1,0,1,0,1,0,17,0,0
64,5,0,1,3,2,6,0,28,2,1
77,4,0,1,1,3,1,0,62,3,1
105,3,0,0,3,2,2,0,32,3,1
29,2,1,0,1,0,2,0,32,0,0
81,4,0,0,1,4,5,0,28,3,1
34,1,1,0,0,0,2,0,33,0,0
58,2,1,0,0,2,2,0,12,0,0
54,1,0,0,0,1,2,0,26,1,0
127,5,0,0,2,2,4,0,32,1,1
56,4,1,0,3,1,7,0,17,2,1
163,3,0,0,1,3,3,0,50,2,1
71,6,1,1,1,4,6,0,31,3,1
35,1,1,0,0,1,6,0,23,0,0
22,2,1,0,1,0,5,0,13,0,0
44,2,1,0,1,0,1,0,10,0,0
66,4,1,0,1,2,6,0,58,4,1
29,2,1,0,0,0,2,0,2,0,0
17,2,1,0,0,2,5,0,12,1,0
24,2,1,0,0,1,2,0,9,1,0
43,2,0,0,0,1,1,0,3,1,0
97,5,1,0,2,0,3,0,69,3,1
69,5,1,0,3,2,3,0,44,4,1
25,1,1,0,0,0,0,0,5,1,0
80,6,1,1,2,0,3,0,21,3,1
78,3,1,0,2,1,7,0,16,1,1
135,4,1,0,0,1,3,0,52,2,1
111,4,1,0,1,3,4,0,8,1,1
41,1,1,0,0,0,1,0,17,0,0
50,3,1,0,1,1,2,0,12,0,0
15,3,1,0,0,1,1,0,19,1,0
41,1,1,0,0,0,0,0,13,0,0
42,2,1,0,0,0,6,0,9,1,0
42,3,1,0,1,0,7,0,19,0,0
36,1,1,0,0,0,2,0,9,0,0
135,5,1,0,3,1,6,0,42,1,1
112,3,0,0,1,0,6,0,52,2,1
52,1,0,0,0,1,5,0,22,0,0
54,3,0,0,0,1,5,0,48,2,1
33,3,1,0,0,0,2,0,24,1,0
39,2,1,0,0,1,2,0,19,1,0
47,3,1,0,0,1,0,0,9,0,0
33,1,1,0,0,0,1,0,4,0,0
98,5,0,0,2,4,4,0,30,3,1
108,5,1,0,0,0,6,0,17,4,1
33,1,1,0,0,0,2,0,9,1,0
34,2,1,0,0,0,2,0,0,1,0
92,4,1,1,2,3,6,0,72,2,1
30,1,1,0,1,0,0,0,17,1,0
132,4,1,0,2,2,2,0,40,4,1
109,3,0,0,3,3,4,0,50,1,1
43,1,1,0,1,0,2,0,17,0,0
46,1,1,0,0,0,1,0,7,1,0
30,1,1,0,0,0,0,0,5,0,0
139,5,1,0,3,3,4,0,37,4,1
36,2,1,0,0,0,1,0,3,1,0
33,2,1,0,0,0,3,0,14,1,0
27,2,1,0,0,1,4,0,46,0,0
29,2,1,0,0,0,2,0,14,0,0
80,4,0,0,1,4,3,0,60,2,1
123,4,0,0,3,3,7,1,47,1,1
119,6,1,0,0,2,3,1,41,1,1
32,1,1,0,0,0,3,0,0,1,0
85,6,0,0,3,1,3,0,58,3,1
61,3,0,1,0,3,10,0,67,2,1
28,1,1,0,0,2,0,0,17,1,0
50,2,1,0,0,2,3,0,13,0,0
89,5,1,0,3,0,9,0,44,3,1
100,4,1,1,3,1,5,0,47,1,1
130,3,0,1,2,2,4,0,46,3,1
44,3,1,0,0,0,1,0,0,0,0
131,5,1,1,2,3,6,1,75,3,1
42,1,1,0,0,1,4,0,32,0,0
82,4,0,0,2,0,5,1,58,4,1
74,3,0,0,1,4,7,1,67,1,1
62,2,1,0,0,1,2,0,10,1,0
31,1,1,0,0,1,3,0,16,1,0
134,4,1,0,1,3,6,0,31,4,1
37,3,1,0,1,1,2,0,4,1,0
75,4,0,1,2,0,7,0,29,2,1
119,3,0,1,3,3,4,0,33,3,1
45,2,1,0,0,0,3,0,11,1,0
72,6,0,0,3,2,6,0,46,3,1
112,6,1,0,0,4,5,0,27,4,1
15,1,1,0,0,1,1,0,6,0,0
79,3,0,1,0,0,4,0,40,3,1
96,4,0,0,1,1,7,0,44,2,1
51,1,1,0,0,0,2,0,7,1,0
78,5,1,0,1,2,2,0,17,3,1
137,3,0,1,1,2,6,0,38,4,1
65,4,0,0,1,2,6,0,37,3,1
113,5,0,0,2,3,5,0,34,1,1
72,3,0,0,2,2,3,0,55,3,1
75,4,0,0,1,1,2,1,27,3,1
71,3,0,1,1,3,3,1,56,1,1
47,3,0,0,2,2,4,0,74,3,1
53,2,1,0,0,2,1,0,27,1,0
30,3,1,0,2,0,4,1,49,1,1
85,4,1,0,1,1,7,0,76,3,1
15,2,1,0,0,0,4,0,3,0,0
26,1,1,0,0,2,1,0,3,1,0
37,2,1,0,0,1,2,0,4,0,0
127,5,1,0,1,3,6,0,42,4,1
36,4,0,0,1,2,6,1,48,2,1
101,4,0,1,1,4,5,0,65,2,1
119,3,0,1,0,1,2,0,64,1,1
83,5,1,1,1,1,2,0,32,2,1
50,2,1,0,0,0,0,0,6,0,0
69,4,1,0,1,3,8,0,54,3,1
40,1,1,0,1,1,0,0,17,1,0
43,1,1,0,0,0,0,0,9,1,0
149,4,1,1,1,0,3,0,47,3,1
96,5,1,1,2,4,8,0,52,1,1
141,4,0,0,0,1,5,1,53,3,1
40,1,1,0,0,0,2,0,22,0,0
31,2,1,0,0,1,2,0,23,0,0
85,6,1,1,2,3,7,0,76,4,1
112,3,0,0,3,2,4,0,5,2,1
76,6,0,1,2,1,8,0,47,2,1
93,3,1,0,2,2,5,1,28,2,1
113,3,1,0,1,3,3,0,19,1,1
49,2,1,0,0,0,0,0,10,0,0
48,3,1,0,0,0,1,0,26,0,0
34,2,1,0,0,1,2,0,13,0,0
60,1,1,0,0,1,2,0,18,1,0
43,3,1,0,0,0,2,0,22,1,0
48,1,1,0,0,0,2,0,9,0,0
23,2,1,0,0,0,1,0,22,0,0
37,1,1,0,0,0,3,0,22,1,0
25,1,1,0,0,1,1,0,22,0,0
28,1,1,0,0,1,1,0,18,1,0
57,3,0,0,2,4,4,0,27,3,1
31,2,1,0,0,0,1,0,11,1,0
115,6,0,0,1,0,7,0,55,2,1
126,6,1,0,3,1,5,0,37,4,1
30,1,1,0,0,0,2,0,27,0,0
45,1,1,0,0,1,4,0,4,1,0
53,5,1,0,2,3,5,0,70,4,1
121,4,1,0,1,3,4,0,69,2,1
84,4,1,0,1,1,9,0,34,3,1
50,4,1,0,1,1,2,0,80,2,1
80,5,1,0,3,1,4,1,37,3,1
90,3,1,0,2,1,7,1,34,2,1
40,1,1,0,0,0,1,0,14,1,0
62,2,1,0,0,1,0,0,15,1,0
48,1,1,0,0,0,1,0,9,1,0
54,1,1,0,0,1,0,0,8,0,0
45,2,1,0,0,1,1,0,4,1,0
43,2,1,0,0,0,1,0,28,0,0
37,1,1,0,0,1,2,0,20,0,0
124,3,1,0,0,3,5,0,59,2,1
37,1,1,0,1,0,4,0,19,0,0
30,3,1,0,0,4,3,0,57,3,1
46,1,1,0,0,0,1,0,30,1,0
28,1,1,0,0,0,3,0,5,0,0
56,4,0,0,3,3,5,0,33,2,1
77,3,1,0,1,0,3,0,16,4,1
82,6,0,0,2,1,6,0,36,4,1
41,3,0,0,0,0,3,0,6,0,0
120,6,1,1,3,3,8,1,28,3,1
37,1,0,0,0,0,1,0,6,0,0
15,1,1,0,0,0,3,0,12,1,0
44,1,1,0,0,0,1,0,21,1,0
73,3,1,0,1,0,9,0,13,2,1
58,2,1,0,0,0,1,0,19,0,0
53,2,1,0,0,0,2,0,13,0,0
106,5,0,1,1,2,2,0,51,2,1
55,2,1,0,1,1,2,0,11,1,0
35,1,1,0,0,1,5,0,7,0,0
110,5,1,1,2,0,9,0,40,3,1
61,5,0,1,1,2,8,0,33,3,1
48,1,1,0,0,0,1,0,4,0,0
47,2,0,0,0,1,3,0,21,0,0
110,3,1,0,1,2,5,0,46,3,1
49,1,1,0,0,1,0,0,21,1,0
50,2,1,0,0,0,1,0,0,0,0
97,5,0,0,2,2,4,0,47,2,1
40,2,1,0,0,0,2,0,24,1,0
54,6,1,0,0,0,4,1,67,2,1
63,4,1,0,2,3,3,0,33,2,1
36,2,1,0,0,0,5,0,22,0,0
32,2,1,0,0,1,2,0,18,1,0
41,2,1,0,0,1,0,0,16,0,0
40,2,1,0,0,0,0,0,7,0,0
116,5,0,1,0,3,4,0,43,2,1
29,1,1,0,0,0,1,0,9,1,0
29,1,1,0,1,1,3,0,3,0,0
69,4,0,0,0,2,5,0,43,2,1
49,2,1,0,0,0,4,0,17,0,0
57,2,1,0,0,1,2,0,5,1,0
44,3,1,0,0,0,2,0,28,0,0
58,3,0,0,1,3,3,0,56,2,1
36,3,1,0,0,1,3,0,16,1,0
50,3,1,0,2,2,6,0,58,1,1
39,1,1,0,0,0,5,0,3,1,0
40,1,1,0,0,1,3,0,10,1,0
67,1,1,0,0,0,1,0,11,0,0
38,3,1,0,0,0,4,0,16,1,0
56,1,1,0,0,1,0,0,18,1,0
80,3,0,0,0,0,4,0,67,2,1
37,1,1,0,0,0,3,0,26,1,0
45,2,1,0,0,1,7,0,9,1,0
102,4,1,0,0,2,3,0,34,3,1
40,1,1,0,1,1,0,0,31,0,0
95,6,0,1,1,1,5,0,46,2,1
38,2,1,0,0,0,2,0,20,0,0
141,5,0,0,2,3,2,0,76,3,1
44,1,1,0,0,0,0,0,19,1,0
40,2,1,0,0,1,2,0,13,0,0
49,4,0,0,3,2,5,1,68,3,1
40,2,1,0,1,0,1,0,8,0,0
99,6,0,0,3,2,7,1,64,3,1
71,4,0,0,0,0,5,1,62,1,1
123,4,1,0,3,3,3,0,29,3,1
39,2,1,0,0,1,2,0,16,1,0
140,3,0,0,2,2,5,0,62,4,1
91,3,1,0,1,2,5,0,9,1,1
62,2,1,0,0,0,0,0,15,0,0
15,3,1,0,0,1,2,0,18,0,0
48,1,1,0,0,0,1,0,14,1,0
63,4,1,1,2,3,7,0,36,3,1
88,5,0,0,3,4,7,0,70,2,1
22,2,1,0,0,0,4,0,13,1,0
46,2,1,0,1,0,1,0,17,0,0
55,3,1,0,0,0,5,0,6,1,0
86,4,0,1,1,3,2,0,28,2,1
117,6,1,0,1,4,4,0,28,2,1
69,3,1,0,0,0,3,0,14,0,0
47,2,1,0,0,1,2,0,21,0,0
98,4,0,0,3,4,5,0,20,3,1
114,4,0,1,3,4,6,0,27,1,1
31,1,1,0,0,1,4,0,2,0,0
144,6,1,0,3,2,5,0,28,2,1
107,6,1,0,1,1,4,0,50,1,1
37,1,0,0,0,0,4,0,13,1,0
68,4,0,0,1,2,2,0,62,2,1
81,3,0,0,2,3,4,0,46,1,1
59,3,0,0,0,3,5,0,36,3,1
51,3,0,0,1,2,4,0,46,4,1
59,2,1,0,0,0,2,0,18,0,0
37,2,1,0,0,0,0,0,16,1,0
53,1,1,0,0,0,2,0,22,0,0
112,4,0,0,1,4,6,0,51,4,1
84,3,0,0,0,2,4,0,18,1,1
126,4,0,0,2,2,5,0,43,3,1
102,4,0,0,1,0,9,0,61,2,1
96,4,1,0,2,2,6,0,36,1,1
50,2,1,0,0,0,0,0,3,0,0
46,1,1,0,0,0,2,0,11,1,0
97,4,0,0,1,2,7,0,24,3,1
90,6,0,0,2,3,7,1,66,1,1
42,1,1,0,0,1,4,0,13,1,0
34,2,0,0,1,0,2,0,32,0,0
20,1,0,0,0,2,0,0,25,1,0
59,4,1,1,3,3,10,0,35,3,1
55,1,1,0,1,0,1,0,26,0,0
100,5,1,0,1,2,2,1,48,2,1
30,1,1,0,1,0,0,0,24,0,0
74,3,1,0,3,2,7,0,61,3,1
65,5,0,1,1,2,1,0,15,3,1
58,1,1,0,0,0,4,0,11,0,0
32,1,1,0,1,0,1,0,5,0,0
52,1,1,0,0,2,1,0,22,0,0
52,5,0,0,1,4,2,0,60,4,1
78,5,1,0,2,0,5,0,48,3,1
60,4,0,0,0,1,8,0,92,4,1
67,3,1,0,3,2,5,0,93,3,1
93,6,1,0,3,3,4,0,48,1,1
59,3,1,0,0,0,2,0,7,1,0
96,5,1,0,3,1,4,0,5,2,1
43,2,1,0,0,1,1,0,13,0,0
58,2,0,0,1,0,3,0,12,0,0
81,3,0,0,0,2,6,0,94,2,1
67,5,0,0,2,2,4,0,67,2,1
59,3,0,1,3,1,1,0,34,2,1
52,2,1,0,1,0,2,0,0,0,0
96,6,1,0,1,3,6,1,34,2,1
37,2,1,0,1,0,0,0,23,0,0
57,3,0,0,3,3,4,0,47,2,1
33,1,1,0,0,2,3,0,0,0,0
101,4,0,0,0,2,7,0,7,3,1
45,2,1,0,0,2,4,0,12,0,0
31,2,0,0,0,1,0,0,8,1,0
68,4,0,0,2,3,8,0,5,3,1
77,1,0,0,0,0,1,0,18,0,0
43,1,1,0,0,0,1,0,25,0,0
42,3,1,0,0,0,2,0,13,1,0
85,4,0,0,1,2,5,0,36,4,1
64,2,1,0,1,0,1,0,10,1,0
90,6,1,0,1,3,5,0,46,2,1
52,1,1,0,0,1,3,0,34,0,0
46,1,1,0,0,0,0,0,10,1,0
39,1,1,0,0,0,3,0,9,0,0
23,1,1,0,0,0,4,0,2,0,0
127,5,0,1,2,4,4,0,26,4,1
101,3,1,0,3,4,4,0,52,2,1
45,2,1,0,0,0,0,0,29,0,0
70,4,1,1,3,3,7,0,56,3,1
108,5,1,0,3,1,6,0,32,2,1
65,3,0,0,1,2,7,0,23,3,1
94,6,0,1,2,3,8,0,27,3,1
44,2,1,0,0,1,4,0,3,0,0
136,5,0,0,1,2,4,0,64,3,1
40,1,1,0,0,0,2,0,7,1,0
44,4,1,1,1,2,7,0,93,3,1
119,3,0,1,1,4,6,0,63,2,1
102,5,0,1,1,2,3,1,95,2,1
83,4,1,0,1,1,8,0,31,1,1
45,1,1,0,0,1,0,0,7,0,0
68,1,1,0,0,1,1,0,9,0,0
45,1,1,0,0,1,0,0,8,1,0
103,3,1,0,1,2,2,0,33,4,1
71,6,0,1,0,4,5,0,42,2,1
99,4,1,0,3,2,6,1,51,4,1
39,1,1,0,0,0,3,0,0,1,0
48,3,1,0,0,1,4,0,7,0,0
41,1,0,0,1,1,2,0,22,0,0
28,2,1,0,0,0,6,0,16,0,0
37,1,1,0,0,2,3,0,12,1,0
44,4,0,0,2,2,4,0,59,2,1
93,6,0,0,1,4,3,0,52,4,1
19,3,1,0,1,0,1,0,2,1,0
124,4,1,1,1,2,5,0,28,1,1
27,3,1,0,0,0,1,0,14,0,0
32,2,1,0,0,1,4,0,21,0,0
104,6,1,1,2,4,4,0,28,1,1
46,2,1,0,1,1,5,0,20,0,0
70,4,0,1,0,3,5,0,27,3,1
37,1,1,0,1,1,2,0,13,0,0
43,1,1,0,0,0,0,0,25,0,0
38,5,0,0,1,2,3,0,72,1,1
69,3,0,1,2,2,7,1,48,1,1
23,2,1,0,0,0,2,0,20,0,0
37,5,0,0,1,2,1,0,47,2,1
126,5,0,1,3,2,5,0,37,1,1
139,5,0,1,1,4,5,0,27,2,1
84,3,1,0,3,2,5,0,47,3,1
39,1,0,0,0,1,1,0,0,1,0
58,3,1,0,0,0,3,0,14,1,0
38,2,1,0,0,1,2,0,17,0,0
45,6,1,0,2,1,7,0,70,2,1
116,6,0,0,0,1,2,0,49,3,1
37,2,0,0,0,0,3,0,22,1,0
59,4,1,1,1,4,5,0,17,1,1
32,2,0,0,0,1,2,0,12,1,0
86,4,0,1,0,2,2,0,46,2,1
78,5,0,0,2,3,4,0,74,4,1
43,1,1,0,0,0,3,0,14,1,0
47,1,1,0,0,0,0,0,17,1,0
